date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:23	9329/9329	---MCZ	200	added ('OK')	text/css	etag:W/%222471-645fe9b7d4828%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css?ver=8.4.1	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font3787.css	(from https://radekwlodarczykergosystem.pl/)
20:47:24	137/137	---M--	200	added ('OK')	text/css	etag:%2289-647a9b85edb62%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:24	6798/6798	---MCZ	200	added ('OK')	text/css	etag:W/%221a8e-647a9b4dc39c2%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor-pro/assets/css/widget-form.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:24	91177/91177	---MCZ	200	added ('OK')	text/css	etag:W/%2216429-653702cfe4f39%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/elementor/css/post-62.css?ver=1780591116	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/elementor/css/post-625f7e.css	(from https://radekwlodarczykergosystem.pl/)
20:47:24	66275/66275	---MCZ	200	added ('OK')	text/css	etag:W/%22102e3-645fe9a005323%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/uicore-global.css?ver=1568	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/uicore-global1eda.css	(from https://radekwlodarczykergosystem.pl/)
20:47:25	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215601-645fe6c4f0f2f%22	https://radekwlodarczykergosystem.pl/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-includes/js/jquery/jquery.minf43b.js	(from https://radekwlodarczykergosystem.pl/)
20:47:25	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%223509-645fe6c4f0f2f%22	https://radekwlodarczykergosystem.pl/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://radekwlodarczykergosystem.pl/)
20:47:26	334191/334191	---MCZ	200	added ('OK')	application/json	date:Thu,%2004%20Jun%202026%2018:47:26%20GMT	https://radekwlodarczykergosystem.pl/wp-json/	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-json/index.html	(from https://radekwlodarczykergosystem.pl/)
20:47:26	234179/234179	---MCZ	200	added ('OK')	application/json	date:Thu,%2004%20Jun%202026%2018:47:26%20GMT	https://radekwlodarczykergosystem.pl/wp-json/wp/v2/pages/62	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-json/wp/v2/pages/62.json	(from https://radekwlodarczykergosystem.pl/)
20:47:26	882/882	---MCZ	200	added ('OK')	text/xml	date:Thu,%2004%20Jun%202026%2018:47:26%20GMT	https://radekwlodarczykergosystem.pl/xmlrpc.php?rsd	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/xmlrpc0db0.php	(from https://radekwlodarczykergosystem.pl/)
20:47:26	1191/1191	---M--	200	added ('OK')	image/png	etag:%224a7-645fe9a16ce49%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/favicon.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/favicon.png	(from https://radekwlodarczykergosystem.pl/)
20:47:27	63332/63332	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jun%202026%2018:47:27%20GMT	https://radekwlodarczykergosystem.pl/wp-content/plugins/uicore-animate/assets/js/scroll-timeline.js	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/uicore-animate/assets/js/scroll-timeline.js	(from https://radekwlodarczykergosystem.pl/)
20:47:27	41941/41941	---M--	200	added ('OK')	image/png	etag:%22a3d5-645fe9a1e3b4e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/cropped-logo-ciemne-1-2048x440-1.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/cropped-logo-ciemne-1-2048x440-1.png	(from https://radekwlodarczykergosystem.pl/)
20:47:28	162893/162893	---M--	200	added ('OK')	image/jpeg	etag:%2227c4d-645fe9a555dbe%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/IMG_6503-HDR-1024x683.jpg	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/IMG_6503-HDR-1024x683.jpg	(from https://radekwlodarczykergosystem.pl/)
20:47:28	7580/7580	---M--	200	added ('OK')	image/png	etag:%221d9c-645fe9a4d2063%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155322.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155322.png	(from https://radekwlodarczykergosystem.pl/)
20:47:28	4235/4235	---M--	200	added ('OK')	image/png	etag:%22108b-645fe9a4d2063%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155347.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155347.png	(from https://radekwlodarczykergosystem.pl/)
20:47:28	4631/4631	---M--	200	added ('OK')	image/png	etag:%221217-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155400.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155400.png	(from https://radekwlodarczykergosystem.pl/)
20:47:28	1213/1213	---M--	200	added ('OK')	image/png	etag:%224bd-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155435.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155435.png	(from https://radekwlodarczykergosystem.pl/)
20:47:29	4015/4015	---M--	200	added ('OK')	image/png	etag:%22faf-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155451.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155451.png	(from https://radekwlodarczykergosystem.pl/)
20:47:29	5386/5386	---M--	200	added ('OK')	image/png	etag:%22150a-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155512.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155512.png	(from https://radekwlodarczykergosystem.pl/)
20:47:29	1658/1658	---M--	200	added ('OK')	image/png	etag:%2267a-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155531.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155531.png	(from https://radekwlodarczykergosystem.pl/)
20:47:29	6906/6906	---M--	200	added ('OK')	image/png	etag:%221afa-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155547.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155547.png	(from https://radekwlodarczykergosystem.pl/)
20:47:30	4605/4605	---M--	200	added ('OK')	image/png	etag:%2211fd-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155603.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155603.png	(from https://radekwlodarczykergosystem.pl/)
20:47:30	5194/5194	---M--	200	added ('OK')	image/png	etag:%22144a-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155618.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155618.png	(from https://radekwlodarczykergosystem.pl/)
20:47:30	4557/4557	---M--	200	added ('OK')	image/png	etag:%2211cd-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155633.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155633.png	(from https://radekwlodarczykergosystem.pl/)
20:47:30	2084/2084	---M--	200	added ('OK')	image/png	etag:%22824-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155707.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-22-155707.png	(from https://radekwlodarczykergosystem.pl/)
20:47:31	12324/12324	---M--	200	added ('OK')	image/png	etag:%223024-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-095724.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-095724.png	(from https://radekwlodarczykergosystem.pl/)
20:47:31	8677/8677	---M--	200	added ('OK')	image/png	etag:%2221e5-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-095837.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-095837.png	(from https://radekwlodarczykergosystem.pl/)
20:47:31	5661/5661	---M--	200	added ('OK')	image/png	etag:%22161d-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-095756.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-095756.png	(from https://radekwlodarczykergosystem.pl/)
20:47:31	9304/9304	---M--	200	added ('OK')	image/png	etag:%222458-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100341.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100341.png	(from https://radekwlodarczykergosystem.pl/)
20:47:31	7128/7128	---M--	200	added ('OK')	image/png	etag:%221bd8-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100434.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100434.png	(from https://radekwlodarczykergosystem.pl/)
20:47:32	4807/4807	---M--	200	added ('OK')	image/png	etag:%2212c7-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100509.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100509.png	(from https://radekwlodarczykergosystem.pl/)
20:47:32	10188/10188	---M--	200	added ('OK')	image/png	etag:%2227cc-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100632.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100632.png	(from https://radekwlodarczykergosystem.pl/)
20:47:32	11891/11891	---M--	200	added ('OK')	image/png	etag:%222e73-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100719.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100719.png	(from https://radekwlodarczykergosystem.pl/)
20:47:32	6324/6324	---M--	200	added ('OK')	image/png	etag:%2218b4-645fe9a4d135e%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100830.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-100830.png	(from https://radekwlodarczykergosystem.pl/)
20:47:33	323670/323670	---M--	200	added ('OK')	image/png	etag:%224f056-645fe9a4d0659%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-111944.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-111944.png	(from https://radekwlodarczykergosystem.pl/)
20:47:33	197088/197088	---M--	200	added ('OK')	image/png	etag:%22301e0-645fe9a4d0659%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-112444.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-112444.png	(from https://radekwlodarczykergosystem.pl/)
20:47:33	178429/178429	---M--	200	added ('OK')	image/png	etag:%222b8fd-645fe9a4d0659%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-112537.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-112537.png	(from https://radekwlodarczykergosystem.pl/)
20:47:33	24520/24520	---M--	200	added ('OK')	image/png	etag:%225fc8-645fe9a446dd9%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-24-142321.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-24-142321.png	(from https://radekwlodarczykergosystem.pl/)
20:47:33	133887/133887	---M--	200	added ('OK')	image/png	etag:%2220aff-645fe9a2cc739%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-26-122904.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-26-122904.png	(from https://radekwlodarczykergosystem.pl/)
20:47:34	196731/196731	---M--	200	added ('OK')	image/png	etag:%223007b-645fe9a4cd243%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-212416.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-212416.png	(from https://radekwlodarczykergosystem.pl/)
20:47:34	36506/36506	---M--	200	added ('OK')	image/png	etag:%228e9a-645fe9a4cd243%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-212543.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-212543.png	(from https://radekwlodarczykergosystem.pl/)
20:47:34	20223/20223	---M--	200	added ('OK')	image/png	etag:%224eff-645fe9a4cd243%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-212626.png	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/Zrzut-ekranu-2025-09-23-212626.png	(from https://radekwlodarczykergosystem.pl/)
